amount,created,project_id
890,7/24/13,674
10,7/25/13,674
25,6/17/13,681
35,6/17/13,681
230,6/18/13,681
20,6/20/13,681
20,6/20/13,681
250,6/20/13,681
10,6/20/13,681
200,6/20/13,681
50,6/21/13,681
25,6/21/13,681
30,6/21/13,681
50,6/21/13,681
150,6/21/13,681
25,6/24/13,681
25,6/24/13,681
50,6/25/13,681
250,6/25/13,681
1000,6/26/13,681
50,6/26/13,681
100,6/27/13,681
250,6/27/13,681
10,6/27/13,681
150,7/1/13,681
50,6/24/13,688
50,6/24/13,688
50,6/24/13,688
100,6/24/13,688
25,6/24/13,688
100,6/24/13,688
25,6/25/13,688
50,6/25/13,688
10,6/27/13,688
60,6/30/13,688
10,7/7/13,688
30,7/16/13,688
500,7/22/13,688
10,8/18/13,688
1,6/25/13,692
100,7/3/13,692
100,7/5/13,692
50,7/5/13,692
200,7/12/13,692
100,7/14/13,692
14,7/19/13,692
50,7/22/13,692
50,8/31/13,692
5,6/24/13,696
50,6/24/13,696
50,6/24/13,696
20,6/24/13,696
50,6/24/13,696
10,6/24/13,696
25,6/25/13,696
20,6/25/13,696
50,6/25/13,696
100,6/26/13,696
50,6/26/13,696
50,6/26/13,696
15,6/27/13,696
25,6/27/13,696
20,6/27/13,696
10,6/27/13,696
20,6/28/13,696
20,6/29/13,696
210,7/1/13,696
10,7/1/13,697
20,7/1/13,697
30,7/2/13,697
20,7/2/13,697
5,7/2/13,697
50,7/2/13,697
10,7/16/13,697
250,6/15/13,698
50,6/19/13,698
25,6/20/13,698
25,6/21/13,698
25,6/21/13,698
25,6/22/13,698
35,6/22/13,698
1300,6/23/13,698
100,6/24/13,698
48,6/27/13,698
1200,6/29/13,698
50,7/1/13,698
250,7/2/13,698
50,7/2/13,698
300,7/6/13,698
100,7/8/13,698
40,7/9/13,698
40,7/9/13,698
190,7/10/13,698
150,7/16/13,698
50,7/16/13,698
100,7/18/13,698
30,7/18/13,698
50,7/18/13,698
250,7/22/13,698
25,7/25/13,698
10,7/31/13,698
50,8/1/13,698
70,8/2/13,698
50,8/4/13,698
25,8/4/13,698
200,8/7/13,698
100,8/8/13,698
40,8/9/13,698
50,8/12/13,698
50,8/15/13,698
50,8/20/13,698
50,8/20/13,698
20,8/22/13,698
55,8/22/13,698
100,8/22/13,698
50,8/26/13,698
50,8/26/13,698
40,8/26/13,698
50,8/28/13,698
100,8/28/13,698
100,8/30/13,698
50,8/30/13,698
36,8/30/13,698
15,8/31/13,698
50,9/2/13,698
150,9/4/13,698
100,9/10/13,698
134,9/11/13,698
50,9/11/13,698
50,9/12/13,698
100,9/13/13,698
10,9/13/13,698
25,9/14/13,698
37,9/14/13,698
75,9/15/13,698
25,9/15/13,698
75,9/15/13,698
54,9/15/13,698
50,9/15/13,698
100,9/15/13,698
15,9/15/13,698
15,9/15/13,698
140,9/16/13,698
111,9/16/13,698
50,9/17/13,698
20,9/17/13,698
50,9/17/13,698
25,9/17/13,698
25,9/17/13,698
25,9/17/13,698
25,9/17/13,698
5,9/17/13,698
100,9/17/13,698
25,9/17/13,698
10,9/17/13,698
100,9/17/13,698
5,10/7/13,698
200,6/24/13,719
40,6/25/13,719
225,6/26/13,719
820,6/27/13,719
60,7/23/13,719
30,7/29/13,719
60,7/29/13,719
100,7/30/13,719
100,8/1/13,719
5,8/6/13,719
100,8/6/13,719
5,8/8/13,719
5,8/9/13,719
20,8/9/13,719
5,8/12/13,719
10,8/12/13,719
5,8/13/13,719
10,8/14/13,719
50,8/19/13,719
17,8/20/13,719
50,8/28/13,719
100,9/16/13,719
20,9/10/13,724
40,7/22/13,725
10,8/13/13,725
50,9/5/13,725
50,9/13/13,725
110,6/24/13,726
10,6/24/13,726
5,6/26/13,726
50,7/28/13,726
50,7/3/13,736
10,7/14/13,736
100,7/23/13,736
100,7/10/13,745
25,7/23/13,745
25,6/24/13,748
5,6/27/13,748
50,7/2/13,748
5,7/4/13,748
20,7/12/13,748
15,7/17/13,748
15,7/18/13,748
20,7/21/13,748
20,7/25/13,748
25,8/25/14,762
50,8/26/14,762
370,8/26/14,762
25,8/26/14,762
25,8/26/14,762
15,8/26/14,762
53,8/27/14,762
75,8/27/14,762
25,9/3/14,762
25,9/4/14,762
8,9/4/14,762
13,9/4/14,762
15,9/4/14,762
15,9/4/14,762
15,9/4/14,762
20,9/4/14,762
20,9/4/14,762
15,9/4/14,762
20,9/4/14,762
10,9/4/14,762
10,9/4/14,762
25,9/4/14,762
3,9/4/14,762
1,9/5/14,762
10,9/18/14,762
20,9/21/14,762
25,9/23/14,762
25,10/15/14,762
10,10/17/14,762
69,10/17/14,762
15,10/17/14,762
100,10/17/14,762
30,10/17/14,762
50,10/18/14,762
20,10/18/14,762
25,10/18/14,762
5,10/18/14,762
3,10/18/14,762
25,10/18/14,762
50,10/19/14,762
100,10/19/14,762
5,10/19/14,762
60,10/20/14,762
25,10/21/14,762
25,10/21/14,762
10,10/21/14,762
15,10/22/14,762
25,7/2/13,767
5,7/3/13,767
5,7/4/13,767
100,7/6/13,767
200,7/6/13,767
25,7/9/13,767
20,7/15/13,767
50,7/16/13,767
100,7/19/13,767
50,7/15/13,779
30,7/15/13,779
25,7/15/13,779
100,7/15/13,779
1,7/15/13,779
50,7/15/13,779
100,7/15/13,779
25,7/15/13,779
20,7/15/13,779
40,7/16/13,779
20,7/16/13,779
20,7/16/13,779
20,7/16/13,779
25,7/16/13,779
47,7/16/13,779
25,7/16/13,779
50,7/16/13,779
50,7/16/13,779
50,7/16/13,779
25,7/16/13,779
20,7/16/13,779
25,7/16/13,779
67,7/16/13,779
40,7/16/13,779
50,7/17/13,779
50,7/17/13,779
100,7/17/13,779
100,7/18/13,779
25,7/18/13,779
100,7/19/13,779
100,7/21/13,779
30,7/21/13,779
50,7/21/13,779
200,7/22/13,779
200,7/23/13,779
25,7/28/13,779
500,7/30/13,779
25,7/30/13,779
100,8/2/13,779
50,8/2/13,779
50,8/2/13,779
100,8/4/13,779
100,8/4/13,779
350,8/6/13,779
40,8/8/13,779
100,8/8/13,779
100,8/8/13,779
50,8/8/13,779
100,8/8/13,779
15,8/8/13,779
55,8/8/13,779
100,8/8/13,779
200,8/8/13,779
100,8/8/13,779
10,8/8/13,779
25,8/9/13,779
50,8/9/13,779
100,8/9/13,779
50,8/9/13,779
50,8/9/13,779
50,8/9/13,779
50,8/9/13,779
100,8/11/13,779
10,8/11/13,779
50,8/11/13,779
25,8/11/13,779
30,8/12/13,779
100,8/12/13,779
100,8/12/13,779
100,8/12/13,779
50,8/13/13,779
50,8/13/13,779
20,8/13/13,779
20,8/15/13,779
20,8/19/13,779
10,8/30/13,779
500,9/2/13,779
25,10/7/13,779
25,6/30/13,788
20,7/1/13,788
10,7/6/13,788
75,7/7/13,788
60,7/7/13,788
10,7/9/13,788
30,7/9/13,788
28,7/9/13,788
30,7/9/13,788
10,7/10/13,788
50,7/10/13,788
100,7/10/13,788
50,7/10/13,788
303,7/10/13,788
50,7/10/13,788
30,7/10/13,788
30,7/10/13,788
15,7/10/13,788
10,7/10/13,788
40,7/10/13,788
78,7/11/13,788
50,7/12/13,788
10,7/12/13,788
5,7/12/13,788
100,7/12/13,788
10,7/12/13,788
20,7/13/13,788
5,7/14/13,788
10,7/15/13,788
15,7/15/13,788
25,7/16/13,788
100,7/16/13,788
100,7/16/13,788
10,7/16/13,788
10,7/16/13,788
50,7/16/13,788
50,7/18/13,788
300,7/19/13,788
15,7/19/13,788
13,7/21/13,788
100,7/21/13,788
67,7/21/13,788
100,7/21/13,788
200,7/21/13,788
40,7/22/13,788
20,7/23/13,788
50,7/23/13,788
20,7/23/13,788
150,7/24/13,788
10,7/24/13,788
7,7/24/13,788
249,7/24/13,788
45,8/12/13,788
150,9/23/13,795
40,9/23/13,795
25,9/30/13,795
100,9/30/13,795
40,9/30/13,795
200,10/1/13,795
100,10/1/13,795
10,10/1/13,795
200,10/1/13,795
25,10/5/13,795
25,10/7/13,795
50,10/7/13,795
20,10/8/13,795
10,10/10/13,795
20,10/26/13,795
40,10/27/13,795
1,10/28/13,795
50,10/29/13,795
20,10/29/13,795
10,10/30/13,795
10,10/30/13,795
5700,11/1/13,795
25,11/3/13,795
10,11/6/13,795
20,11/6/13,795
200,11/7/13,795
100,11/7/13,795
250,11/7/13,795
50,11/7/13,795
10,11/7/13,795
100,11/9/13,795
50,11/9/13,795
72,11/12/13,795
100,11/12/13,795
50,11/12/13,795
10,11/13/13,795
20,11/13/13,795
25,11/13/13,795
7,11/13/13,795
30,11/13/13,795
25,11/13/13,795
20,6/30/13,796
10,7/2/13,796
10,7/2/13,796
60,7/21/13,796
50,7/23/13,796
100,7/24/13,796
100,7/25/13,796
15,7/26/13,796
25,8/5/13,796
20,8/7/13,796
20,8/9/13,796
100,8/17/13,796
100,8/17/13,796
20,8/17/13,796
1350,8/30/13,796
15,6/30/13,797
20,7/1/13,797
50,7/2/13,797
20,7/2/13,797
110,7/4/13,797
40,7/6/13,797
25,7/8/13,797
50,7/9/13,797
50,7/11/13,797
65,7/11/13,797
30,7/17/13,797
100,7/22/13,797
50,7/22/13,797
20,7/24/13,797
20,7/24/13,797
50,7/24/13,797
50,7/24/13,797
250,7/24/13,797
50,7/24/13,797
20,7/25/13,797
50,7/25/13,797
40,7/25/13,797
100,7/25/13,797
50,7/26/13,797
50,7/27/13,797
10,7/28/13,797
150,7/29/13,797
50,7/30/13,797
20,7/30/13,797
50,7/30/13,797
20,7/31/13,797
100,7/31/13,797
10,8/1/13,797
5,8/1/13,797
10,8/2/13,797
45,8/4/13,797
25,8/5/13,797
100,8/6/13,797
30,8/6/13,797
50,8/12/13,797
150,8/17/13,797
50,8/18/13,797
25,8/18/13,797
5,8/24/13,797
25,8/27/13,797
100,8/30/13,797
25,8/30/13,797
20,9/2/13,797
100,9/2/13,797
20,9/3/13,797
50,9/3/13,797
50,9/3/13,797
15,9/3/13,797
115,9/3/13,797
100,9/3/13,797
50,9/3/13,797
50,9/4/13,797
20,9/5/13,797
70,9/5/13,797
100,9/5/13,797
100,9/6/13,797
100,9/9/13,797
10,9/9/13,797
100,9/9/13,797
40,9/9/13,797
75,9/9/13,797
2500,9/10/13,797
100,9/10/13,797
100,9/10/13,797
40,9/10/13,797
10,9/10/13,797
500,9/10/13,797
50,9/11/13,797
75,9/11/13,797
20,9/11/13,797
50,9/11/13,797
25,9/11/13,797
50,9/11/13,797
50,9/11/13,797
100,9/11/13,797
100,9/11/13,797
50,9/12/13,797
10,10/8/13,797
15,7/8/13,805
5,7/11/13,805
5,7/12/13,805
10,7/12/13,805
50,7/12/13,805
500,7/16/13,805
100,7/17/13,805
100,7/22/13,805
10,7/24/13,805
500,7/24/13,805
500,8/6/13,805
1000,8/7/13,805
25,8/9/13,805
100,8/21/13,805
10,8/27/13,805
25,10/3/13,805
15,7/8/13,811
5,7/11/13,811
50,7/22/13,811
20,7/2/13,812
50,7/2/13,812
20,7/3/13,812
50,7/3/13,812
50,7/9/13,812
20,7/10/13,812
100,7/11/13,812
50,7/12/13,812
100,7/15/13,812
40,7/15/13,812
50,7/15/13,812
25,9/5/13,813
892,10/20/13,813
50,7/8/13,819
100,7/9/13,819
100,7/9/13,819
50,7/9/13,819
30,7/10/13,819
50,7/10/13,819
5,7/10/13,819
20,7/10/13,819
40,7/10/13,819
10,7/16/13,819
5,7/17/13,819
15,7/19/13,819
350,7/21/13,819
5,7/23/13,819
20,7/31/13,819
20,8/4/13,819
75,8/5/13,819
55,8/7/13,819
10,8/7/13,819
20,8/9/13,819
5,8/18/13,819
50,8/30/13,819
20,9/5/13,819
50,9/13/13,819
100,9/16/13,819
25,9/24/13,819
5,7/9/13,825
5,7/10/13,825
40,7/23/13,867
30,7/16/13,869
2500,7/21/13,869
500,7/21/13,869
50,7/22/13,869
5,7/22/13,869
150,7/22/13,869
25,7/22/13,869
50,7/22/13,869
15,7/22/13,869
50,7/22/13,869
5,7/22/13,869
50,7/23/13,869
10,7/24/13,869
25,7/24/13,869
40,7/25/13,869
30,7/26/13,869
100,8/1/13,869
200,8/4/13,869
50,8/4/13,869
50,8/6/13,869
25,8/6/13,869
100,8/6/13,869
1000,8/6/13,869
100,8/7/13,869
100,8/7/13,869
75,8/7/13,869
30,8/8/13,869
40,8/8/13,869
100,8/10/13,869
50,8/11/13,869
100,8/14/13,869
20,8/14/13,869
200,8/20/13,869
500,8/25/13,869
20,8/25/13,869
100,8/26/13,869
300,8/26/13,869
200,8/27/13,869
100,9/11/13,869
100,9/12/13,869
10,9/18/13,869
10,10/3/13,869
100,10/3/13,869
20,10/3/13,869
50,10/3/13,869
2615,10/11/13,869
20,7/27/13,870
5,7/29/13,870
5,9/14/13,870
10,9/26/13,870
100,7/15/13,873
30,7/16/13,873
25,7/16/13,873
500,7/16/13,873
30,7/16/13,873
15,7/16/13,873
100,7/16/13,873
15,7/16/13,873
50,7/16/13,873
205,7/18/13,873
20,7/18/13,873
50,7/19/13,873
25,7/25/13,873
100,9/3/13,873
250,9/3/13,873
20,9/3/13,873
50,9/3/13,873
550,9/6/13,873
30,8/23/13,887
15,8/23/13,887
15,8/24/13,887
50,8/26/13,887
20,8/31/13,887
50,9/4/13,887
5,9/4/13,887
50,9/5/13,887
20,9/6/13,887
20,9/9/13,887
75,9/11/13,887
15,9/12/13,887
200,9/12/13,887
100,9/14/13,887
25,9/17/13,887
50,10/7/13,887
10,10/11/13,887
20,10/12/13,887
100,7/16/13,888
20,7/16/13,888
20,7/17/13,888
10,7/17/13,888
600,7/19/13,888
50,7/31/13,888
50,8/1/13,888
25,8/1/13,888
50,8/4/13,888
20,8/8/13,888
50,9/10/13,888
400,9/11/13,888
500,9/12/13,888
20,9/12/13,888
125,9/18/13,888
25,9/18/13,888
50,9/27/13,888
20,10/3/13,888
40,10/3/13,888
10,10/4/13,888
20,10/4/13,888
15,10/4/13,888
80,10/4/13,888
25,10/7/13,888
40,10/8/13,888
10,10/10/13,888
20,10/11/13,888
105,10/11/13,888
150,8/16/13,892
250,9/3/13,892
300,9/3/13,892
200,9/4/13,892
100,9/8/13,892
100,9/8/13,892
10,9/9/13,892
75,9/11/13,892
935,9/11/13,892
50,9/25/13,892
50,9/26/13,892
100,10/1/13,892
5,7/15/13,916
10,7/16/13,916
25,7/16/13,916
20,7/22/13,928
20,7/22/13,928
200,7/22/13,928
100,7/22/13,928
100,7/27/13,928
200,8/5/13,928
25,7/30/13,935
50,7/31/13,935
50,7/31/13,935
25,7/31/13,935
100,7/31/13,935
25,8/4/13,935
100,8/5/13,935
30,8/6/13,935
50,8/8/13,935
100,8/12/13,935
25,8/12/13,935
1000,8/15/13,935
100,8/20/13,935
10,8/21/13,935
15,8/23/13,935
100,9/15/13,935
100,9/27/13,937
1000,9/30/13,937
20,9/30/13,937
20,10/3/13,937
50,10/3/13,937
30,10/4/13,937
100,10/10/13,937
20,10/14/13,937
100,10/15/13,937
20,10/29/13,937
20,11/5/13,937
15,11/19/13,937
55.9,11/27/13,937
28,11/27/13,937
28,11/27/13,937
28,11/27/13,937
28,11/27/13,937
56,11/27/13,937
56.46,11/27/13,937
10000,12/10/13,937
1,12/15/13,937
50,12/16/13,937
10,12/16/13,937
50,12/17/13,937
1,12/19/13,937
5,12/20/13,937
100,12/28/13,937
30,12/30/13,937
1500,1/6/14,937
1383,1/6/14,937
50,7/22/13,955
10,7/22/13,955
100,7/22/13,955
3000,7/22/13,955
75,7/22/13,955
20,7/22/13,955
30,7/22/13,955
100,7/22/13,955
50,7/22/13,955
100,7/22/13,955
25,7/23/13,955
200,7/23/13,955
10,7/23/13,955
100,7/23/13,955
100,7/23/13,955
25,7/23/13,955
15,7/23/13,955
100,7/23/13,955
565,7/23/13,955
25,7/23/13,955
5,7/24/13,955
50,7/25/13,955
100,7/26/13,955
20,7/29/13,955
120,8/1/13,955
5,9/9/13,955
150,8/1/13,961
50,8/6/13,961
200,8/7/13,961
400,8/8/13,961
750,8/9/13,961
100,8/11/13,961
100,8/14/13,961
50,8/15/13,961
50,8/15/13,961
75,8/15/13,961
10,8/15/13,961
50,8/20/13,961
50,8/21/13,961
500,8/22/13,961
100,8/23/13,961
200,8/24/13,961
50,9/28/13,961
50,10/21/13,961
100,10/30/13,961
10,10/17/13,967
20,8/21/13,971
40,8/23/13,971
5,8/28/13,971
100,9/9/13,971
100,9/10/13,971
100,9/11/13,971
20,9/11/13,971
50,9/29/13,971
50,10/18/13,971
10,10/19/13,971
10,10/19/13,971
5,8/12/13,979
10,8/15/13,979
20,7/29/13,995
20,8/5/13,995
25,8/20/13,995
15,8/6/13,1002
20,8/6/13,1002
50,8/7/13,1002
50,8/7/13,1002
20,8/7/13,1002
100,8/12/13,1002
15,8/14/13,1002
100,8/15/13,1002
50,8/26/13,1002
15,9/4/13,1002
25,9/4/13,1002
50,9/14/13,1002
85,9/22/13,1002
100,9/24/13,1002
100,9/25/13,1002
50,9/28/13,1002
50,10/7/13,1002
50,10/12/13,1002
15,10/13/13,1002
5,10/17/13,1002
10,10/21/13,1002
70,10/21/13,1002
15,10/23/13,1002
5,10/24/13,1002
100,10/24/13,1002
101,10/29/13,1002
25,8/19/13,1003
40,8/19/13,1003
25,8/19/13,1003
230,8/21/13,1003
100,8/24/13,1003
50,8/26/13,1003
25,8/28/13,1003
100,8/29/13,1003
50,8/29/13,1003
20,8/29/13,1003
40,8/29/13,1003
50,8/30/13,1003
100,8/30/13,1003
25,8/30/13,1003
20,8/30/13,1003
25,8/30/13,1003
50,8/31/13,1003
30,9/2/13,1003
10,9/4/13,1003
50,9/4/13,1003
50,9/4/13,1003
40,9/5/13,1003
20,9/5/13,1003
25,9/5/13,1003
30,9/5/13,1003
5,9/6/13,1003
10,9/6/13,1003
176,9/7/13,1003
100,9/8/13,1003
100,9/8/13,1003
25,9/8/13,1003
100,9/9/13,1003
50,9/10/13,1003
50,9/11/13,1003
75,9/13/13,1003
200,9/15/13,1003
50,9/16/13,1003
50,9/19/13,1003
15,9/19/13,1003
109,9/20/13,1003
100,9/20/13,1003
440,9/21/13,1003
35,9/21/13,1003
50,9/22/13,1003
10,9/22/13,1003
50,9/23/13,1003
20,9/25/13,1003
20,9/26/13,1003
20,9/26/13,1003
10,9/26/13,1003
10,9/27/13,1003
100,9/28/13,1003
25,10/1/13,1003
10,10/2/13,1003
250,10/3/13,1003
25,10/3/13,1003
25,10/5/13,1003
199,10/5/13,1003
100,10/5/13,1003
50,10/6/13,1003
50,10/6/13,1003
10,10/7/13,1003
75,10/7/13,1003
100,10/7/13,1003
205,10/7/13,1003
25,10/7/13,1003
35,10/10/13,1003
5,10/10/13,1003
63,10/11/13,1003
20,10/13/13,1003
50,10/14/13,1003
100,10/14/13,1003
75,10/14/13,1003
100,10/15/13,1003
150,10/15/13,1003
100,10/15/13,1003
50,10/16/13,1003
20,10/18/13,1003
50,10/18/13,1003
50,10/19/13,1003
5,10/19/13,1003
30,10/19/13,1003
100,10/21/13,1003
100,10/24/13,1003
20,10/24/13,1003
50,10/24/13,1003
153,10/26/13,1003
25,10/26/13,1003
10,10/27/13,1003
50,10/27/13,1003
25,10/27/13,1003
20,10/28/13,1003
100,10/31/13,1003
130,10/31/13,1003
10,10/31/13,1003
10,10/31/13,1003
50,10/31/13,1003
5,11/1/13,1003
10,11/1/13,1003
15,11/1/13,1003
50,11/1/13,1003
25,11/1/13,1003
200,11/3/13,1003
20,11/3/13,1003
50,11/4/13,1003
100,11/4/13,1003
50,11/4/13,1003
100,11/4/13,1003
50,11/4/13,1003
150,11/4/13,1003
50,11/4/13,1003
100,11/4/13,1003
25,11/4/13,1003
5,11/4/13,1003
40,11/4/13,1003
15,11/4/13,1003
50,11/4/13,1003
215,11/4/13,1003
25,11/5/13,1003
10,11/13/13,1003
50,11/16/13,1003
1,11/17/13,1003
35,11/17/13,1003
50,11/18/13,1003
50,11/18/13,1003
50,11/18/13,1003
55,11/19/13,1003
500,9/11/13,1015
50,9/11/13,1015
115,9/11/13,1015
200,9/16/13,1015
10,9/16/13,1015
25,9/16/13,1015
500,9/17/13,1015
1000,9/19/13,1015
100,9/19/13,1015
100,9/20/13,1015
50,9/20/13,1015
40,9/20/13,1015
5,9/22/13,1015
50,9/22/13,1015
50,9/23/13,1015
50,9/24/13,1015
10,9/25/13,1015
1500,9/25/13,1015
5,9/25/13,1015
40,10/1/13,1015
3500,10/2/13,1015
20,10/4/13,1015
50,10/7/13,1015
150,10/9/13,1015
50,10/9/13,1015
150,10/10/13,1015
25,10/11/13,1015
100,10/11/13,1015
100,10/14/13,1015
50,10/19/13,1015
100,10/26/13,1015
1,10/28/13,1015
10,11/1/13,1015
50,11/10/13,1015
50,9/2/13,1020
20,9/2/13,1020
200,9/3/13,1020
35,9/4/13,1020
25,9/5/13,1020
100,9/5/13,1020
10,9/5/13,1020
30,9/6/13,1020
100,9/7/13,1020
10,9/8/13,1020
100,9/20/13,1020
50,9/20/13,1020
100,9/25/13,1020
200,9/26/13,1020
15,9/27/13,1020
25,9/28/13,1020
15,10/3/13,1020
100,10/6/13,1020
200,10/7/13,1020
100,10/9/13,1020
50,10/9/13,1020
15,10/9/13,1020
100,10/12/13,1020
15,10/14/13,1020
5,10/17/13,1020
10,10/24/13,1020
10,10/27/13,1020
20,10/27/13,1020
50,8/14/13,1025
50,8/14/13,1025
50,8/17/13,1025
50,9/13/13,1025
20,8/14/13,1031
100,8/15/13,1031
25,8/29/13,1031
145,8/31/13,1031
20,9/9/13,1031
150,9/18/13,1031
10,9/3/13,1033
30,9/3/13,1033
40,9/3/13,1033
20,9/3/13,1033
200,9/6/13,1033
10,9/9/13,1033
60,9/14/13,1033
10,9/18/13,1033
20,9/22/13,1033
50,9/22/13,1033
100,10/3/13,1033
5,8/9/13,1050
20,8/15/13,1050
5,9/6/13,1061
20,9/9/13,1061
50,9/9/13,1061
20,9/10/13,1061
25,9/10/13,1061
300,9/19/13,1061
100,9/19/13,1061
2800,9/21/13,1061
360,9/21/13,1061
100,9/21/13,1061
100,9/21/13,1061
30,9/23/13,1061
100,9/23/13,1061
200,9/23/13,1061
100,9/24/13,1061
50,9/26/13,1061
125,9/26/13,1061
30,9/28/13,1061
20,9/30/13,1061
200,10/1/13,1061
100,10/2/13,1061
75,10/2/13,1061
100,10/3/13,1061
100,10/5/13,1061
116,8/28/13,1063
50,8/21/13,1070
10,8/21/13,1070
250,8/21/13,1070
30,9/5/13,1070
150,9/6/13,1070
1000,9/14/13,1070
3,9/14/13,1070
2000,9/15/13,1070
50,8/17/13,1085
100,8/22/13,1085
50,9/13/13,1085
500,8/26/13,1094
20,8/27/13,1094
20,8/28/13,1094
50,8/28/13,1094
50,8/28/13,1094
20,8/30/13,1094
50,8/31/13,1094
100,9/2/13,1094
50,9/4/13,1094
25,9/20/13,1094
25,10/4/13,1094
200,10/6/13,1094
50,10/7/13,1094
20,9/10/13,1100
100,7/14/14,1116
5,7/27/14,1116
100,8/5/14,1116
1,9/27/13,1120
10,8/28/13,1126
10,8/30/13,1126
20,9/5/13,1126
10,9/11/13,1126
5,9/25/13,1126
10,9/29/13,1126
20,9/30/13,1126
100,8/28/13,1132
100,9/6/13,1132
10,9/18/13,1132
50,9/11/13,1135
50,9/14/13,1135
300,9/15/13,1135
200,9/15/13,1135
500,9/15/13,1135
100,9/15/13,1135
1000,9/16/13,1135
200,9/16/13,1135
15,9/16/13,1135
50,9/17/13,1135
200,9/18/13,1135
100,9/18/13,1135
50,9/18/13,1135
50,9/22/13,1135
250,9/29/13,1135
100,9/30/13,1135
35,10/7/13,1135
5,10/7/13,1135
250,10/22/13,1135
50,11/25/13,1135
20,9/4/13,1138
40,9/9/13,1138
30,9/17/13,1138
50,9/18/13,1138
35,9/25/13,1138
250,10/8/13,1138
20,3/4/14,1139
20,3/4/14,1139
20,3/5/14,1139
50,3/6/14,1139
20,3/7/14,1139
50,3/12/14,1139
50,3/20/14,1139
100,3/20/14,1139
100,3/20/14,1139
50,3/20/14,1139
3520,3/24/14,1139
100,3/28/14,1139
25,4/9/14,1139
20,9/4/13,1144
10,9/4/13,1144
200,9/4/13,1144
100,9/9/13,1144
40,9/9/13,1144
150,9/9/13,1144
75,9/9/13,1144
40,9/9/13,1144
25,9/9/13,1144
10,9/9/13,1144
20,9/9/13,1144
50,9/10/13,1144
25,9/10/13,1144
45,9/12/13,1144
25,9/12/13,1144
15,9/12/13,1144
15,9/13/13,1144
15,9/13/13,1144
10,9/13/13,1144
15,9/13/13,1144
5,9/13/13,1144
40,9/13/13,1144
20,9/14/13,1144
40,9/17/13,1144
25,9/17/13,1144
50,9/18/13,1144
50,9/18/13,1144
15,9/20/13,1144
10,9/21/13,1144
50,9/23/13,1144
20,9/24/13,1144
20,9/25/13,1144
10,10/1/13,1144
25,10/1/13,1144
25,10/2/13,1144
20,10/2/13,1144
50,10/2/13,1144
10,10/2/13,1144
50,10/2/13,1144
20,10/2/13,1144
5,10/2/13,1144
50,10/2/13,1144
10,10/2/13,1144
25,10/2/13,1144
40,10/2/13,1144
10,10/2/13,1144
10,10/4/13,1144
20,10/4/13,1144
20,10/6/13,1144
50,10/7/13,1144
20,10/8/13,1144
25,10/8/13,1144
100,10/9/13,1144
50,10/14/13,1144
30,10/17/13,1144
25,10/17/13,1144
20,9/10/13,1148
10,9/12/13,1148
855,9/12/13,1148
25,11/21/13,1149
25,11/26/13,1149
100,12/1/13,1149
15,12/10/13,1149
5,1/4/14,1149
328,1/10/14,1149
5,9/16/13,1155
50,9/17/13,1155
10,9/17/13,1155
10,9/17/13,1155
20,9/17/13,1155
25,10/7/13,1155
20,10/8/13,1155
15,10/9/13,1155
150,10/10/13,1155
100,10/13/13,1155
100,10/29/13,1160
10,10/30/13,1160
30,10/30/13,1160
20,10/30/13,1160
25,10/30/13,1160
10,10/31/13,1160
20,10/31/13,1160
30,10/31/13,1160
100,11/3/13,1160
20,11/7/13,1160
136,11/7/13,1160
10,11/8/13,1160
25,11/8/13,1160
32,11/9/13,1160
200,11/9/13,1160
15,11/10/13,1160
100,11/13/13,1160
136,11/14/13,1160
482,11/16/13,1160
10,8/29/13,1171
30,8/30/13,1171
10,8/30/13,1171
100,8/30/13,1171
20,8/30/13,1171
20,8/30/13,1171
100,8/30/13,1171
50,8/30/13,1171
20,8/30/13,1171
100,8/30/13,1171
40,8/31/13,1171
25,8/31/13,1171
40,9/2/13,1171
50,9/2/13,1171
500,9/2/13,1171
25,9/2/13,1171
25,9/3/13,1171
100,9/3/13,1171
100,9/3/13,1171
100,9/3/13,1171
20,9/3/13,1171
25,9/4/13,1171
10,9/4/13,1171
60,9/4/13,1171
50,9/5/13,1171
15,9/5/13,1171
20,9/6/13,1171
30,9/6/13,1171
150,9/9/13,1171
20,9/10/13,1171
35,9/11/13,1171
100,9/12/13,1171
10,9/12/13,1171
75,9/12/13,1171
100,9/12/13,1171
500,9/12/13,1171
25,9/12/13,1171
10,9/12/13,1171
50,9/12/13,1171
100,9/12/13,1171
50,9/12/13,1171
116,9/13/13,1171
100,9/13/13,1171
500,9/14/13,1171
50,6/30/14,1174
25,6/30/14,1174
100,6/30/14,1174
100,6/30/14,1174
25,6/30/14,1174
40,6/30/14,1174
20,6/30/14,1174
50,6/30/14,1174
100,6/30/14,1174
25,6/30/14,1174
75,6/30/14,1174
50,7/1/14,1174
100,7/1/14,1174
50,7/1/14,1174
50,7/1/14,1174
25,7/1/14,1174
50,7/2/14,1174
100,7/2/14,1174
6000,7/2/14,1174
5,7/2/14,1174
25,7/2/14,1174
25,7/3/14,1174
25,7/3/14,1174
50,7/3/14,1174
100,7/3/14,1174
50,7/4/14,1174
15,7/6/14,1174
25,7/7/14,1174
50,7/8/14,1174
25,7/16/14,1174
100,7/27/14,1174
50,7/30/14,1174
20,8/4/14,1174
