id,project_url,Researcher ID,researcher name,project title,Current Affiliation (Institution 1),"Title 1 (assistant professor, phd, postdoc, etc.) ",Misc Defined,Student/Non-Student (0/1),Researcher 2 Affiliation,"Title 2 (assistant professor, phd student, postdoc, etc.)",Researcher 3 Affiliation,"Title 3 (assistant professor, phd student, postdoc, etc.)",Researcher 4 Affiliation,Title 4,US/Non-US (0/1),Institution Classification,Institution Classification Specified,Address 1 (Affliation),zip,Address 2 (Affliation),Latitude 1 (Affliation)  ,Latitude 2 (Affliation),Longitude 1 (Affliation) ,Longitude 2 (Affliation),"City, State 1 (Affliation)","City, State 2 (Affliation)",CBSA1Affliation,CBSA 2 (Affliation),Country (if Non-US),Position 1,Position 2,Position 3,Education 1,Education 2,Education 3,Research University 1,Research University 2,Location of Research 1,Location of Research 2,"Disciplinarity (0 - single, 1 - multi)","Relevance (Theory - 0, Practice - 1, Both - 2)",Relevant Publications (expertise) (0 - dont or 1 - if they did),"Category Relevance (0 - not on list, 1- yes, 2-mixed)",,researcher_title,backers,categories,category1,category2,category3,category4,state,abbreviation,Pasteur's Quadrants (Q1: low/low; Q2: pure basic research; Q3: use-inspired basic research; Q4: applied research),funding_start,funding_end,duration,funding_target,funding_raised,funding_success,funding_percent,name 1,name 2,ID1,ID2,matches 1,matches 2,manual1,manual2,H-Index 1,H-Index 2,Citation-Count 1,Citation-Count 2,budget_overview_granularity,spending_data_granularity,usage_granularity,overall_budget_granularity,video_granularity,description_granularity,credential_granularity,researcher_background_granularity,mugshot_granularity,goal_granularity,importance_granularity,overall_project_detail,video_effort,description_effort,credentials_effort,budget_overview_effort,researcher_bio_effort,mugshot_effort,goals_writeup_effort,importance_writeup_effort,fund_usage_writeup_effort,total_effort
1919,https://experiment.com/projects/one-toe-better-than-three,207,Nathan Jeffery,One Toe Better Than Three?,University of Liverpool,Researcher,,1,,,,,,,1,D,D4,,.,,,,,,Liverpool,,,,United Kingdom,Senior Lecturer,,,Senior Lecturer at University of Liverpool, ,,,,,,1,0,1,0,,Senior Lecturer at University of Liverpool<br>,1,Geology,Biology,,,,,,Q2,3/4/2014 12:31,4/3/2014 23:59,30.48,5500,20,0,0.363636364,Nathan Jeffery,,7003551859,,1,,0,,12,,341,,0.333,0.667,0.467,0.489,0,1,0.667,0.033,1,0.967,0.2,0.552,0,1,0.667,0.333,0.033,1,0.967,0.2,0.467,0.519
1922,https://experiment.com/projects/can-naturally-occurring-soap-like-materials-be-used-for-oil-spill-response,33,V. Faye McNeill,"Can naturally occurring, soap-like materials be used for oil spill response?",Columbia University,Associate Professor,,1,,,,,,,0,D,D1,"West 116 St and Broadway, New York, New York 10027",10027,,40.80806,,-73.963989,,"New York, NY",,35620,,,Associate Professor,Undergraduate,Undergraduate,"Ph.D. in Chemical Engineering from MIT

Undergraduate Caltech",Columbia University,Columbia University,Columbia University,,New York,,1,0,0,2,,"Department of Chemical Engineering, Columbia University",22,Ecology,Engineering,,,,New York,NY,Q3,2/20/2014 11:48,3/22/2014 23:59,30.51,8550,2437,0,28.50292398,V. Faye McNeill,,,,11,,0,,,,,,0.767,0.667,0.467,0.634,1,1,0.333,0.367,1,0.567,0,0.61,1,1,0.333,0.767,0.367,1,0.567,0,0.467,0.611
1929,https://experiment.com/projects/can-viral-molecular-structures-cause-cancer,180,Walter Moss,Can viral molecular structures cause cancer?,"Yale University, Howard Hughes Medical Institute",Postdoc,,0,,,,,,,0,D,D,,.,,,,,,,,,,,,,,Yale University and Howard Hughes Medical Institute, ,,,,,,1,2,1,1,,Yale University and Howard Hughes Medical Institute,21,Medicine,Biology,,,,,,Q3,2/26/2014 0:00,4/27/2014 23:59,61.00,2000,2223,1,111.15,Walter Moss,,23995553500,,1,,0,,4,,71,,0.5,1,1,0.833,1,1,0.333,0.267,1,0.867,0.8,0.752,1,1,0.333,0.5,0.267,1,0.867,0.8,1,0.752
1930,https://experiment.com/projects/searching-for-seahorses-sustainability,109,Lindsay Aylesworth,Searching for Seahorses & Sustainability,"University of British Columbia, Vancouver, Canada",PhD,,0,,,,,,,1,D,D,,.,,,,,,CA,,,,,Doctoral Student,,,"Project Seahorse, University of British Columbia, Vancouver, Canada

Fulbright Scholar, J. William Fulbright Scholarship Commission, Washington, DC 

Liu Scholar, Liu Institute for Global Issues, Vancouver, Canada", ,,The SciFund Challenge,,California,,1,2,0,1,,"Project Seahorse, University of British Columbia, Vancouver, Canada<br>Fulbright Scholar, J. William Fulbright Scholarship Commission, Washington, DC <br>Liu Scholar, Liu Institute for Global Issues, Vancouver, Canada<br>",36,Biology,Ecology,,,,California,CA,Q2,2/5/2014 0:00,3/7/2014 23:59,31.00,2400,3040,1,126.6666667,Lindsay Aylesworth,,,,0,,0,,,,,,0.4,0.667,0.4,0.489,1,1,0.667,0.933,1,0.767,0.867,0.891,1,1,0.667,0.4,0.933,1,0.767,0.867,0.4,0.781
1933,https://experiment.com/projects/can-human-fat-help-cure-brain-cancer,101,Alfredo Quinones Hinojosa,Can human fat help cure brain cancer?,Johns Hopkins University,Full Professor,,1,,,,,,,0,D,D2,"3400 N Charles St, Mason Hall, Baltimore, Maryland 21218-2688",21218, ,39.329167,,-76.617919,,"Baltimore, MD",,12580,,,Professor,,,"Department of Neurosurgery and Oncology, John Hopkins University School of Medicine, Baltimore, Maryland, USA", ,,Johns Hopkins University,,Maryland,,1,2,0,1,,"Department of Neurosurgery and Oncology, John Hopkins University School of Medicine, Baltimore, Maryland, USA",6,Medicine,Biology,,,,Maryland,MD,Q3,5/19/2014 0:00,6/18/2014 23:59,31.00,5000,240,0,4.8,Alfredo Quinones Hinojosa,,7004875939,,4,,"['7004875939', '56103438500', '56218032500', '55736495900']",,32,,4380,,0.267,0.667,0.5,0.478,1,1,0.667,0.367,1,0.433,0.4,0.695,1,1,0.667,0.267,0.367,1,0.433,0.4,0.5,0.626
1940,https://experiment.com/projects/building-a-gel-imager-on-a-budget,110,Aaron Brown,Building a gel imager on a budget,Clemson University Biological Sciences Department,PhD,,0,,,,,,,0,C,C,"201 Sikes Hall, Clemson, South Carolina 29634",29634,,34.68153,,-82.836339,,"Clemson, SC",,24860,,,Doctoral Student,,,Clemson University Biological Sciences Department, ,,,,,,1,1,0,0,,Clemson University Biological Sciences Department,9,Education,Biology,,,,South Carolina,SC,Q4,2/4/2014 21:00,2/24/2014 23:59,20.12,200,220,1,110,Aaron Brown,,,,32,,0,,,,,,0.533,0.667,0.267,0.489,0,1,0,0.233,1,0.967,0.2,0.486,0,1,0,0.533,0.233,1,0.967,0.2,0.267,0.467
1955,https://experiment.com/projects/is-plastic-a-chronic-killer-calculating-the-toxicity-of-plastic-ingestion-to-sea-turtles,45,Christopher Pincetich,Is Plastic a Chronic Killer? Calculating the Toxicity of Plastic Ingestion to Sea Turtles.,UC Davis,Misc,Outreach & Education Manager,1,,,,,,,0,,,,.,,,,,,CA,,,,,,,,"University of California, Davis, Ph.D.

University of California, Santa Cruz, B.S. in Marine Biology (with honors)", ,,The SciFund Challenge,,California,,1,2,1,1,,"Dr. Chris Pincetich collaborates with researchers and conservation scientists at the University of California, <a href=""http://www.seaturtlesforever.com/id20.html"" target=""_blank"">Sea Turtles Forever</a>, <a href=""http://www.seaturtles.org"" target=""_blank"">Turtle Island Restoration Network</a>, <a href=""http://thecleanoceansproject.com/"" target=""_blank"">The Clean Oceans Project</a>, <a href=""http://plasticpollutioncoalition.org/2013/09/plastic-pollution-dominates-news-in-panama-city/"" target=""_blank"">Plastic Pollution Coalition</a>, <a href=""http://turtle-trax.com/"" target=""_blank"">Turtle Trax</a>, <a href=""http://www.pretoma.org/"" target=""_blank"">PRETOMA</a>, and<a href=""http://www.seeturtles.org/1128/ocean-plastic.html"" target=""_blank""> SEE Turtles</a>. ",35,Ecology,Biology,,,,California,CA,Q3,2/5/2014 1:10,3/7/2014 23:59,30.95,3500,4414,1,126.1142857,Christopher Pincetich,,8603693100,,1,,0,,5,,195,,0.633,1,0.833,0.822,1,1,0.667,0.833,1,0.7,0.167,0.767,1,1,0.667,0.633,0.833,1,0.7,0.167,0.833,0.759
1965,https://experiment.com/projects/determining-the-role-of-solo-gef-in-astrocyte-migration-signaling,192,Kristien Van Vlasselaer,Determining the role of Solo GEF in astrocyte migration signaling,Rensselaer Polytechnic Institute,PhD,,0,,,,,,,0,D,D4,,.,,,,,,"Troy, NY",,,,,Doctoral Candidate,,,"Bachelors in Science from University of California, Davis in Animal Science with minor in Biological Science

Recipient of Rensselaer Polytechnic Institute Biology Fellowship 2011-2012

PhD Candidate at Rensselaer Polytechnic Institute third year

Presenter and recipient of ASCB travel award 2012 and 2013", ,,,,,,1,0,0,0,,"Bachelors in Science from University of California, Davis in Animal Science with minor in Biological Science<br>Recipient of Rensselaer Polytechnic Institute Biology Fellowship 2011-2012<br>PhD Candidate at Rensselaer Polytechnic Institute third year<br>Presenter and recipient of ASCB travel award 2012 and 2013<br>",5,Education,Biology,,,,New York,NY,Q2,2/6/2014 8:13,4/7/2014 23:59,60.66,5000,73,0,1.46,Kristien Van Vlasselaer,,55923500100,,1,,0,,0,,0,,0.467,1,0.533,0.667,0,1,1,0.333,1,0.333,0.567,0.605,0,1,1,0.467,0.333,1,0.333,0.567,0.533,0.581
1980,https://experiment.com/projects/can-we-improve-international-justice-using-analytics,219,Sergio Puig,Big data and the law: should we graph the entire justice system?,Stanford University,Masters,,0,,,,,,,0,D,D1,"Stanford, California 94305",94305,,37.43137,,-122.16892,,"Stanford, CA",,41940,,,Lecturer in Law and a Teaching Fellow, ,,"""http://weboflaw.com/"" target=""

Dr. Sergio Puig Is a Lecturer in Law and a Teaching Fellow in the Stanford Program in International Legal Studies (SPILS), as well as a Research Fellow at the Center on the Legal Profession and the Center for Legal Informatics.", ,,,,,,1,1,0,1,,"<a href=""http://weboflaw.com/"" target=""_blank"">Dr. Sergio Puig</a> is a Lecturer in Law and a Teaching Fellow in the Stanford Program in International Legal Studies (SPILS), as well as a Research Fellow at the Center on the Legal Profession and the Center for Legal Informatics.",13,Engineering,Computer-Science,,,,California,CA,Q4,2/21/2014 7:51,4/7/2014 23:59,45.67,3700,3796,1,102.5945946,Sergio Puig,,,,2,,"['47561814000', '25026367800']",,,,,,0.667,1,0.233,0.633,1,1,1,0.767,1,0.1,0.1,0.71,1,1,1,0.667,0.767,1,0.1,0.1,0.233,0.652
1995,https://experiment.com/projects/understanding-color-and-chemical-diversity-in-nudibranchs,170,Anne Winters,Understanding color and chemical diversity in nudibranchs,The University of Queensland,PhD,,0,,,,,,,1,D,D3,,.,,,,,,Queensland,,,,Australia,,,,"BSc from The University of Southern Mississippi in Environmental Biology

MSc from The University of Exeter in Evolutionary and Behavioural Ecology

PhD (in progress) from The University of Queensland

Endeavour Awards - Australian Government

Australian Geographic Project Sponsorship

MBRS Advisory Committee", ,,,,,,1,2,0,0,,BSc from The University of Southern Mississippi in Environmental Biology<br>MSc from The University of Exeter in Evolutionary and Behavioural Ecology<br>PhD (in progress) from The University of Queensland<br><br>Endeavour Awards - Australian Government<br>Australian Geographic Project Sponsorship<br>MBRS Advisory Committee<br>,28,Chemistry,Biology,,,,,,Q2,2/13/2014 17:22,4/14/2014 23:59,60.28,2000,2010,1,100.5,Anne Winters,,55994924900,,1,,0,,0,,0,,0.633,1,1,0.878,1,1,1,0.333,1,1,1,0.905,1,1,1,0.633,0.333,1,1,1,1,0.885
1998,https://experiment.com/projects/know-risk-no-risk-can-we-upgrade-the-seismic-capacity-of-a-structure,62,PKM Moniruzzaman,"Know Risk, No Risk! Can we upgrade the seismic capacity of a structure?",University of British Columbia ,Researcher,,1,,,,,,,1,D,D2,,.,,,,,,Vancouver,,,,Canada,Research Assistant,,,"Timber Engineering and Applied Mechanics Lab, Research Assistant

University of British Columbia, Ph.D. (current)", ,,University of British Columbia ,,"Vancouver, Canada",,1,2,0,0,,UBC<br>Research Assistant<br>Timber Engineering and Applied Mechanics Lab,0,Engineering,Education,,,,,,Q2,6/16/2014 0:00,8/15/2014 23:59,61.00,2000,0,0,0,PKM Moniruzzaman,,,,0,,0,,,,,,0.533,0.667,0.333,0.511,0,1,0,0.1,1,0.333,0.067,0.357,0,1,0,0.533,0.1,1,0.333,0.067,0.333,0.374
2005,https://experiment.com/projects/how-do-we-stop-arguing-about-money-in-relationships-the-money-behavior-assessment,65,James Maures Dodson,How Do We Stop Arguing About Money in Relationships? The Money Behavior Assessment.,Baylor University,Misc,Clinical Psychologist,1,,,,,,,0,,,,.,,,,,,,,,,,Editorial Board Member,,,"Baylor University

FIT", ,,Clarksville Behavioral Health,,Tennessee,,1,0,0,0,,Editorial Board Member - Journal of Financial Therapy,4,Social and Behavioral Science,psychology,,,,Tennessee,TN,Q2,3/17/2014 0:00,5/16/2014 23:59,61.00,3500,423,0,12.08571429,James Maures Dodson,,,,6,,0,,,,,,1,1,0.567,0.856,0,1,0.667,0.333,1,0.2,0.267,0.495,0,1,0.667,1,0.333,1,0.2,0.267,0.567,0.559
2010,https://experiment.com/projects/can-increases-in-ocean-acidity-be-monitored-and-measured-adequately-in-solving-a-global-crisis,125,Mark Daggett,Can increases in ocean acidity be monitored and measured adequately in solving a global crisis?,Dalhousie University,,,,,,,,,,1,D,D4,,.,,,,,,,,,,,,,,"Dalhousie University Halifax Marine Research Institute 

Dalhousie University The Aquatron laboratory

University of Prince Edward Island Centre for Marine and Aquatic Resources

Apex Industries

Wolseley Industrial Group

Atlantic Textiles

Advanced Technologies

NOAA, affiliated Organizations", ,,Daggett Innovations Group,,,,1,2,0,1,,"<ul><li>Dalhousie University Halifax Marine Research Institute A</li><li>Dalhousie University The Aquatron laboratory</li><li>University of Prince Edward Island Centre for Marine and Aquatic Resources</li><li>Apex Industries</li><li>Wolseley Industrial Group</li><li>Atlantic Textiles</li><li>Advanced Technologies</li><li>NOAA, affiliated Organizations</li></ul>",2,Engineering,Ecology,,,,,,Q3,3/14/2014 7:00,4/13/2014 23:59,30.71,25000,35,0,0.14,Mark Daggett,,,,0,,0,,,,,,0.5,1,0.567,0.689,0,1,1,0.867,1,0.733,0,0.657,0,1,1,0.5,0.867,1,0.733,0,0.567,0.63
2016,https://experiment.com/projects/corals-on-acid,32,Adina Paytan,Corals on Acid,University of California Santa Cruz,Researcher,,1,,,,,,,0,D,D4,"1156 High St, Santa Cruz, California 95064-1011",95064,,36.977109,,-122.05228,,"Santa Cruz, CA",,42100,,,Research Professor,,,"B.Sc. double major in Biology and Geology at Hebrew University in Jerusalem

M.S. in Oceanography at Hebrew University in Jerusalem

 M.S. degree in science education at the Weizmann Institute of Science in Rehovot

Ph.D. at the Scripps Institute of Oceanography", ,,,,,,1,2,1,1,,"University of California Santa Cruz <br><a href=""http://www.ucsc.edu/"">http://www.ucsc.edu/</a><br>Paytan Biogeochemistry Lab<br><a href=""https://pmc.ucsc.edu/~apaytan/index.html"">https://pmc.ucsc.edu/~apaytan/index.html</a><br><br>",9,Chemistry,Ecology,,,,California,CA,Q3,3/4/2014 12:28,4/13/2014 23:59,40.48,5000,250,0,5,Adina Paytan,,6701657680,,1,,0,,29,,2933,,0.267,0.667,0.933,0.622,0,1,0.667,0.8,1,0.6,0.767,0.691,0,1,0.667,0.267,0.8,1,0.6,0.767,0.933,0.67
2023,https://experiment.com/projects/researching-2-000-pound-turtles-along-the-florida-coast,126,Chris Johnson,"Researching 2,000 pound turtles along the Florida coast",University of South Florida,PhD,,0,,,,,,,0,,,,.,,,,,,,,,,,,,,"Project Leatherback Inc.

Our team has over 45 years of experience in conducting environmental monitoring and sea turtle studies on some of the most heavily nested beaches in the world.", ,,, ,,,1,2,0,1,,Project Leatherback Inc.<br><br>Our team has over 45 years of experience in conducting environmental monitoring and sea turtle studies on some of the most heavily nested beaches in the world. <br>,84,Ecology,Biology,,,,,,Q3,2/18/2014 10:50,3/15/2014 23:59,25.55,6750,9298.12,1,137.7499259,Chris Johnson,,,,103,,0,,,,,,1,0.667,0.567,0.745,0,1,0.667,0.567,1,0.333,0.333,0.557,0,1,0.667,1,0.567,1,0.333,0.333,0.567,0.607
2076,https://experiment.com/projects/how-can-we-make-human-behavior-more-sustainable,210,Dr. Tehmina Khan,How can we make human behavior more sustainable?,RMIT University (Australia),Researcher,,1,,,,,,,1,C,C,,.,,,,,,,,,,Australia,,,,"RMIT University, Australia", ,,RMIT University,,,,1,0,0,0,,"RMIT University, Australia<br><br>",2,Social and Behavioral Science,Ecology,,,,,,Q3,3/31/2014 0:00,5/15/2014 23:59,46.00,4370,30,0,0.686498856,Tehmina Khan,,,,9,,0,,,,,,1,0.667,0.967,0.878,1,1,0.333,0.367,1,0.8,0.5,0.714,1,1,0.333,1,0.367,1,0.8,0.5,0.967,0.774
2083,https://experiment.com/projects/what-is-killing-caribbean-corals-investigating-a-devastating-coral-disease,167,Sarah Gignoux-Wolfsohn,What is killing Caribbean corals? Investigating a devastating coral disease.,Northeastern University,PhD,,0,,,,,,,0,C,C,"360 Huntington Ave, Boston, Massachusetts 02115-5005",2115,,42.340252,,-71.08899,,"Boston, MA",,14460,,,Ph.D. candidate,,,"B.A. Wesleyan University, 2010

Ph.D. candidate, Northeastern University Marine Science Center", ,,Northeastern University,,Massachusetts,,1,2,0,1,,"B.A. Wesleyan University, 2010<br>Ph.D. candidate, Northeastern University Marine Science Center<br>",78,Ecology,Biology,,,,Massachusetts,MA,Q3,4/10/2014 0:00,5/10/2014 23:59,31.00,3180,6300,1,198.1132075,Sarah Gignoux-Wolfsohn,,,,0,,0,,,,,,0.533,1,0.967,0.833,1,1,0.333,0.8,1,0.567,0.767,0.781,1,1,0.333,0.533,0.8,1,0.567,0.767,0.967,0.774
2084,https://experiment.com/projects/can-a-zebrafish-be-used-to-study-diabetic-nerve-damage,120,Christa Bonney,Can a Zebrafish be used to study diabetic nerve damage?,University of Maine at Farmington,Undergraduate,,0,,,,,,,0,A,A,,.,,,,,,"Bar Harbor, ME",,,,,Undergraduate Student,,,"Undergraduate: Natural Sciences Department

University of Maine at Farmington, Michael D. Wilson Fellow", ,,The Mount Desert Island Biological Laboratory, ,,,1,0,0,1,,Undergraduate<br>Natural Sciences Department<br>University of Maine at Farmington<br><br>Michael D. Wilson Fellow,1,Medicine,Biology,,,,Maine,ME,Q3,5/5/2014 0:00,6/9/2014 23:59,36.00,6000,5,0,0.083333333,Christa Bonney,,,,0,,0,,,,,,0.9,1,0.4,0.767,0,1,0.333,0.9,1,0.433,0.467,0.59,0,1,0.333,0.9,0.9,1,0.433,0.467,0.4,0.604
2085,https://experiment.com/projects/multipronged-approach-to-brain-tumor-treatment,147,Glenn William Knox,Multipronged approach to brain tumor treatment,University of Florida ,Associate Professor,,1,,,,,,,0,D,D4,"355 Tigert Hall, Gainesville, Florida 32611-3115",32611,,29.644928,,-82.352899,,,,23540,,,Courtesy Clinical Associate Professor , ,,University of Florida, ,,,,,,1,0,0,1,,University of Florida <br>,0,Engineering,Medicine,,,,,,Q3,4/7/2014 0:00,5/22/2014 23:59,46.00,5000,0,0,0,Glenn William Knox,,7006155253,,1,,0,,5,,168,,0.233,0.667,0.767,0.556,0,1,0,0.733,1,0.633,0.533,0.557,0,1,0,0.233,0.733,1,0.633,0.533,0.767,0.544
2089,https://experiment.com/projects/an-archaeological-excavation-of-a-roman-bath-complex,157,Allison Smith,An Archaeological Excavation of a Roman Bath Complex ,Florida State University,PhD,,0,,,,,,,0,D,D4,"222 S. Copeland Street, Tallahassee, Florida 32306-1037",32306,,30.440415,,-84.29085,,"Tallahassee, FL",,45220,,,Ph.D. Candidate,,,"I received my MA from Florida State University in Classical Archaeology in 2013, and am currently pursuing my PhD in Classical Archaeology, also at Florida State University.", ,,Florida State University,,Florida,,1,2,0,0,,"I received my MA from Florida State University in Classical Archaeology in 2013, and am currently pursuing my PhD in Classical Archaeology, also at Florida State University.",22,Engineering,Education,,,,Florida,FL,Q2,3/24/2014 0:00,5/23/2014 23:59,61.00,3000,3105,1,103.5,Allison Smith,,,,35,,0,,,,,,1,1,1,1,0,1,0.667,0.8,1,1,1,0.781,0,1,0.667,1,0.8,1,1,1,1,0.83
2092,https://experiment.com/projects/can-free-and-remote-computer-training-expand-stem-enrollment-in-east-africa,260,Israel Kloss,"Does Remote Computer Training Help Expand STEM Enrollment in East Africa? If So, How?",Boston College,Misc,MBA,0,,,,,,,0,D,D4,"140 Commonwealth Avenue, Chestnut Hill, Massachusetts 02467",2467, ,42.337661,,-71.17149,,"Chestnut Hill, MA",,14460,,,MBA Student,,,"USA Lead Advisor 

Dr. John Gallaugher: Associate Professor,  Information Systems Department, Tech Coordinator

Israel Kloss: Student, Boston College""http://Findable.me"" 

Cavin Ochieng: Student, Information Technology Mount Kenya University ""http://www.mku.ac.ke/""

http://www.mku.ac.ke/

ochicavins@gmail.com", ,,,,,,1,0,0,1,,"<strong>USA Lead Advisor </strong><br>Dr. John Gallaugher  <br>Associate Professor,  <br>Information Systems Department<br><br><strong>Tech Coordinator</strong><br>Israel Kloss (left)<br>Student, Boston College<a href=""http://Findable.me"" target=""_blank""><br><br></a>Cavin Ochieng (right)<br>Student, Information Technology<br>Mount Kenya University <br><a href=""http://www.mku.ac.ke/"">http://www.mku.ac.ke/<br><br></a><ochicavins@gmail.com></ochicavins@gmail.com>",58,Education,Computer-Science,,,,Massachusetts,MA,Q4,2/26/2014 7:08,3/28/2014 23:59,30.70,3271,3509,1,107.2760624,Israel Kloss,,,,0,,0,,,,,,0.9,1,0.933,0.944,1,1,0.667,0.267,1,0.667,0.467,0.724,1,1,0.667,0.9,0.267,1,0.667,0.467,0.933,0.767
2108,https://experiment.com/projects/dicty-world-race-finding-the-fastest-and-smartest-dicty-cells,175,Daniel Irimia,Dicty World Race - finding the fastest and smartest Dicty cells,Harvard University,Assistant Professor,,1,,,,,,,0,D,D1,,.,,,,,,MA,,,,,,,,"Assistant Professor  <br>Department of Surgery,   Massachusetts General Hospital <br>Harvard Medical  School<br>Shriners Burns Hospital<br>", ,,"Massachusetts General Hospital, Boston MA", ,Massachusetts,,1,1,0,1,,"Assistant Professor  <br>Department of Surgery,   Massachusetts General Hospital <br>Harvard Medical  School<br>Shriners Burns Hospital<br>",13,Engineering,Medicine,,,,Massachusetts,MA,Q4,2/24/2014 17:02,5/15/2014 23:59,80.29,5000,5001,1,100.02,Daniel Irimia,,,,16,,0,,,,,,0.967,1,0.667,0.878,1,1,0.667,0.7,1,0.6,0.5,0.781,1,1,0.667,0.967,0.7,1,0.6,0.5,0.667,0.789
2117,https://experiment.com/projects/can-we-fight-against-autism-using-peptide-approach,261,Anton Malyshev,Can we fight against autism spectrum disorders using peptide approach?,Moscow State University,PhD,,0,Moscow State University,Researcher,,,,,1,C,C,,.,,,,,,Moscow,,,,Russia,,,,"Anton Malyshev, PhD at Moscow State University (MSU) 

Marina Ananyan, graduate from MSU and UCLA, medical assisant in Concorde medical College

Igor Doronin, PhD student at Institute of Bioorganic chemistry RAS 

Dr. Vyacheslav Dubynin, PhD, Senior researcher, Deputy Dean at Biological faculty of MSU", ,,Lomonosov Moscow State University / Concorde medical College, ,"Moscow, Russia",,1,2,0,1,,"Anton Malyshev, PhD at Moscow State University (MSU) <br>Marina Ananyan, graduate from MSU and UCLA, medical assisant in Concorde medical College<br>Igor Doronin, PhD student at Institute of Bioorganic chemistry RAS <br>Dr. Vyacheslav Dubynin, PhD, Senior researcher, Deputy Dean at Biological faculty of MSU",9,Medicine,Biology,,,,,,Q3,3/31/2014 0:00,5/30/2014 23:59,61.00,5000,293,0,5.86,Anton Malyshev,,7102832845,,3,,"['7102832845', '55396324100', '35119090800']",,1,,1,,0.433,1,1,0.811,1,1,0.333,0.9,1,0.933,0.933,0.871,1,1,0.333,0.433,0.9,1,0.933,0.933,1,0.837
2124,https://experiment.com/projects/chromatogradiy-open-source-chromatography-effort,253,Richard Arnett,ChromatograDIY: Open-Source Chromatography Effort,,Misc,CEO,1,,,,,,,,,,,.,,,,,,"Houston, TX",,,,,,,,18 year Experienced R&D and Analytical Technologist, ,,Houston Community College,,,,1,1,0,0,,18 year Experienced R&D and Analytical Technologist,26,Education,Chemistry,,,,Texas,TX,Q4,3/4/2014 17:46,4/3/2014 23:59,30.26,1200,1427,1,118.9166667,Richard Arnett,,13410232300,,1,,0,,1,,2,,0.767,1,0.5,0.756,1,1,0.667,0.133,1,0.267,0.8,0.695,1,1,0.667,0.767,0.133,1,0.267,0.8,0.5,0.681
2131,https://experiment.com/projects/leonardo-s-horses-drawings-for-the-sforza-horse,334,Jasmin Cyril,Leonardo's Horses - Drawings for the Sforza Horse,Benedict College,Associate Professor,,1,,,,,,,0,A,A,,.,,,,,,"Columbia, SC",,,,,Visiting Assistant Professor, ,,"B. A. SUNY Potsdam, Art History

M. A. University of Oregon, Eugene, Art History

Ph. D. University of Michigan, Ann Arbor, History of Art

Visiting Asst. Prof. Art History, Visual Arts, Benedict College", ,,,,,,1,0,1,0,,"B. A. SUNY Potsdam, Art History<br>M. A. University of Oregon, Eugene, Art History<br>Ph. D. University of Michigan, Ann Arbor, History of Art<br>Visiting Asst. Prof. Art History, Visual Arts, Benedict College<br>",1,Biology,Education,,,,South Carolina,SC,Q1,3/17/2014 0:00,5/16/2014 23:59,61.00,2500,100,0,4,Jasmin Cyril,,,,0,,0,,,,,,0.2,0.667,0.233,0.367,0,1,0.667,0.833,1,0.067,0.033,0.514,0,1,0.667,0.2,0.833,1,0.067,0.033,0.233,0.448
2136,https://experiment.com/projects/tracking-the-endangered-white-breasted-thrasher,56,Katherine Freeman,Tracking the Endangered White-breasted Thrasher,Villanova University,Masters,,0,,,,,,,0,A,A,"800 Lancaster Avenue, Villanova, Pennsylvania 19085-1699",19085,,40.0358,,-75.348574,,"Villanova, PA",,37980,,,Masters Student,,,"Villanova University, M.Sc. (candidate) -  Degree in Biology

Warren Wilson College, B.Sc. 
Degree in Conservation Biology", ,,Villanova University,,Pennsylvania,,1,2,0,1,,"M.Sc. (candidate) - <a href=""http://www1.villanova.edu/villanova/artsci/biology/graduate/programs/ms.html"">Villanova University<br></a>Degree in Biology<br><br>B.Sc. - <a href=""http://www.warren-wilson.edu/~biology/"">Warren Wilson College</a><br>         Degree in Conservation Biology - ""Seed preferences of Vermont songbirds at a feeder""<br>",21,Ecology,Biology,,,,Pennsylvania,PA,Q3,3/14/2014 6:00,4/18/2014 23:59,35.75,2500,3388,1,135.52,Katherine Freeman,,,,20,,0,,,,,,0.967,1,0.9,0.956,1,1,1,0.4,1,0.767,1,0.881,1,1,1,0.967,0.4,1,0.767,1,0.9,0.893
2142,https://experiment.com/projects/goodbye-bioethanol-time-for-affordable-biogasoline-and-biodiesel,64,Cun Wen,Goodbye Bioethanol! Time For Affordable Biogasoline and Biodiesel!,"University of South Carolina, Columbia",Postdoc,,0,,,,,,,0,D,D4,,.,,,,,,"Los Angeles, CA",,,,,Postdoctoral Fellow,,,"University of South Caolina, Department of Chemical Engineering, Postdoctoral Fellow", ,,University of South Carolina,,South Carolina,,1,1,0,1,,"University of South Caolina, Department of Chemical Engineering, Postdoctoral Fellow",18,Chemistry,Engineering,,,,South Carolina,SC,Q4,5/12/2014 0:00,7/11/2014 23:59,61.00,7000,4435,0,63.35714286,Cun Wen,,35225575200,,3,,"['35225575200', '55983010500', '55414021100']",,4,,56,,0.833,0.667,0.567,0.689,0,1,0.667,0.467,1,0.433,0.433,0.571,0,1,0.667,0.833,0.467,1,0.433,0.433,0.567,0.6
